# Mastery XP table generated from data/conf/mastery-level.properties
# Columns: level;xp_required_for_next_level;total_xp_to_reach_level
level;xp_required_for_next_level;total_xp_to_reach_level
1278;53020000;18949690000
1279;53110000;19002800000
1280;53200000;19056000000
1281;53290000;19109290000
1282;53380000;19162670000
1283;53470000;19216140000
1284;53560000;19269700000
1285;53650000;19323350000
1286;53740000;19377090000
1287;53830000;19430920000
1288;53920000;19484840000
1289;54010000;19538850000
1290;54100000;19592950000
1291;54190000;19647140000
1292;54280000;19701420000
1293;54370000;19755790000
1294;54460000;19810250000
1295;54550000;19864800000
1296;54640000;19919440000
1297;54730000;19974170000
1298;54820000;20028990000
1299;54910000;20083900000
1300;55325000;20139225000
1301;55090000;20194315000
1302;55180000;20249495000
1303;55270000;20304765000
1304;55360000;20360125000
1305;55450000;20415575000
1306;55540000;20471115000
1307;55630000;20526745000
1308;55720000;20582465000
1309;55810000;20638275000
1310;55900000;20694175000
1311;55990000;20750165000
1312;56080000;20806245000
1313;56170000;20862415000
1314;56260000;20918675000
1315;56350000;20975025000
1316;56440000;21031465000
1317;56530000;21087995000
1318;56620000;21144615000
1319;56710000;21201325000
1320;56800000;21258125000
1321;56890000;21315015000
1322;56980000;21371995000
1323;57070000;21429065000
1324;57160000;21486225000
1325;57250000;21543475000
1326;57340000;21600815000
1327;57430000;21658245000
1328;57520000;21715765000
1329;57610000;21773375000
1330;57700000;21831075000
1331;57790000;21888865000
1332;57880000;21946745000
1333;57970000;22004715000
1334;58060000;22062775000
1335;58150000;22120925000
1336;58240000;22179165000
1337;58330000;22237495000
1338;58420000;22295915000
1339;58510000;22354425000
1340;58600000;22413025000
1341;58690000;22471715000
1342;58780000;22530495000
1343;58870000;22589365000
1344;58960000;22648325000
1345;59050000;22707375000
1346;59140000;22766515000
1347;59230000;22825745000
1348;59320000;22885065000
1349;59410000;22944475000
1350;59500000;23003975000
1351;59590000;23063565000
1352;59680000;23123245000
1353;59770000;23183015000
1354;59860000;23242875000
1355;59950000;23302825000
1356;60040000;23362865000
1357;60130000;23422995000
1358;60220000;23483215000
1359;60310000;23543525000
1360;60400000;23603925000
1361;60490000;23664415000
1362;60580000;23724995000
1363;60670000;23785665000
1364;60760000;23846425000
1365;60850000;23907275000
1366;60940000;23968215000
1367;61030000;24029245000
1368;61120000;24090365000
1369;61210000;24151575000
1370;61300000;24212875000
1371;61390000;24274265000
1372;61480000;24335745000
1373;61570000;24397315000
1374;61660000;24458975000
1375;61750000;24520725000
1376;61840000;24582565000
1377;61930000;24644495000
1378;62020000;24706515000
1379;62110000;24768625000
1380;62200000;24830825000
1381;62290000;24893115000
1382;62380000;24955495000
1383;62470000;25017965000
1384;62560000;25080525000
1385;62650000;25143175000
1386;62740000;25205915000
1387;62830000;25268745000
1388;62920000;25331665000
1389;63010000;25394675000
1390;63100000;25457775000
1391;63190000;25520965000
1392;63280000;25584245000
1393;63370000;25647615000
1394;63460000;25711075000
1395;63550000;25774625000
1396;63640000;25838265000
1397;63730000;25901995000
1398;63820000;25965815000
1399;63910000;26029725000
1400;64350000;26094075000
1401;64090000;26158165000
1402;64180000;26222345000
1403;64270000;26286615000
1404;64360000;26350975000
1405;64450000;26415425000
1406;64540000;26479965000
1407;64630000;26544595000
1408;64720000;26609315000
1409;64810000;26674125000
1410;64900000;26739025000
1411;64990000;26804015000
1412;65080000;26869095000
1413;65170000;26934265000
1414;65260000;26999525000
1415;65350000;27064875000
1416;65440000;27130315000
1417;65530000;27195845000
1418;65620000;27261465000
1419;65710000;27327175000
1420;65800000;27392975000
1421;65890000;27458865000
1422;65980000;27524845000
1423;66070000;27590915000
1424;66160000;27657075000
1425;66250000;27723325000
1426;66340000;27789665000
1427;66430000;27856095000
1428;66520000;27922615000
1429;66610000;27989225000
1430;66700000;28055925000
1431;66790000;28122715000
1432;66880000;28189595000
1433;66970000;28256565000
1434;67060000;28323625000
1435;67150000;28390775000
1436;67240000;28458015000
1437;67330000;28525345000
1438;67420000;28592765000
1439;67510000;28660275000
1440;67600000;28727875000
1441;67690000;28795565000
1442;67780000;28863345000
1443;67870000;28931215000
1444;67960000;28999175000
1445;68050000;29067225000
1446;68140000;29135365000
1447;68230000;29203595000
1448;68320000;29271915000
1449;68410000;29340325000
1450;68500000;29408825000
1451;68590000;29477415000
1452;68680000;29546095000
1453;68770000;29614865000
1454;68860000;29683725000
1455;68950000;29752675000
1456;69040000;29821715000
1457;69130000;29890845000
1458;69220000;29960065000
1459;69310000;30029375000
1460;69400000;30098775000
1461;69490000;30168265000
1462;69580000;30237845000
1463;69670000;30307515000
1464;69760000;30377275000
1465;69850000;30447125000
1466;69940000;30517065000
1467;70030000;30587095000
1468;70120000;30657215000
1469;70210000;30727425000
1470;70300000;30797725000
1471;70390000;30868115000
1472;70480000;30938595000
1473;70570000;31009165000
1474;70660000;31079825000
1475;70750000;31150575000
1476;70840000;31221415000
1477;70930000;31292345000
1478;71020000;31363365000
1479;71110000;31434475000
1480;71200000;31505675000
1481;71290000;31576965000
1482;71380000;31648345000
1483;71470000;31719815000
1484;71560000;31791375000
1485;71650000;31863025000
1486;71740000;31934765000
1487;71830000;32006595000
1488;71920000;32078515000
1489;72010000;32150525000
1490;72100000;32222625000
1491;72190000;32294815000
1492;72280000;32367095000
1493;72370000;32439465000
1494;72460000;32511925000
1495;72550000;32584475000
1496;72640000;32657115000
1497;72730000;32729845000
1498;72820000;32802665000
1499;72910000;32875575000
1500;73375000;32948950000
1501;73090000;33022040000
1502;73180000;33095220000
1503;73270000;33168490000
1504;73360000;33241850000
1505;73450000;33315300000
1506;73540000;33388840000
1507;73630000;33462470000
1508;73720000;33536190000
1509;73810000;33610000000
1510;73900000;33683900000
1511;73990000;33757890000
1512;74080000;33831970000
1513;74170000;33906140000
1514;74260000;33980400000
1515;74350000;34054750000
1516;74440000;34129190000
1517;74530000;34203720000
1518;74620000;34278340000
1519;74710000;34353050000
1520;74800000;34427850000
1521;74890000;34502740000
1522;74980000;34577720000
1523;75070000;34652790000
1524;75160000;34727950000
1525;75250000;34803200000
1526;75340000;34878540000
1527;75430000;34953970000
1528;75520000;35029490000
1529;75610000;35105100000
1530;75700000;35180800000
1531;75790000;35256590000
1532;75880000;35332470000
1533;75970000;35408440000
1534;76060000;35484500000
1535;76150000;35560650000
1536;76240000;35636890000
1537;76330000;35713220000
1538;76420000;35789640000
1539;76510000;35866150000
1540;76600000;35942750000
1541;76690000;36019440000
1542;76780000;36096220000
1543;76870000;36173090000
1544;76960000;36250050000
1545;77050000;36327100000
1546;77140000;36404240000
1547;77230000;36481470000
1548;77320000;36558790000
1549;77410000;36636200000
1550;77500000;36713700000
1551;77590000;36791290000
1552;77680000;36868970000
1553;77770000;36946740000
1554;77860000;37024600000
1555;77950000;37102550000
1556;78040000;37180590000
1557;78130000;37258720000
1558;78220000;37336940000
1559;78310000;37415250000
1560;78400000;37493650000
1561;78490000;37572140000
1562;78580000;37650720000
1563;78670000;37729390000
1564;78760000;37808150000
1565;78850000;37887000000
1566;78940000;37965940000
1567;79030000;38044970000
1568;79120000;38124090000
1569;79210000;38203300000
1570;79300000;38282600000
1571;79390000;38361990000
1572;79480000;38441470000
1573;79570000;38521040000
1574;79660000;38600700000
1575;79750000;38680450000
1576;79840000;38760290000
1577;79930000;38840220000
1578;80020000;38920240000
1579;80110000;39000350000
1580;80200000;39080550000
1581;80290000;39160840000
1582;80380000;39241220000
1583;80470000;39321690000
1584;80560000;39402250000
1585;80650000;39482900000
1586;80740000;39563640000
1587;80830000;39644470000
1588;80920000;39725390000
1589;81010000;39806400000
1590;81100000;39887500000
1591;81190000;39968690000
1592;81280000;40049970000
1593;81370000;40131340000
1594;81460000;40212800000
1595;81550000;40294350000
1596;81640000;40375990000
1597;81730000;40457720000
1598;81820000;40539540000
1599;81910000;40621450000
1600;82400000;40703850000
1601;82090000;40785940000
1602;82180000;40868120000
1603;82270000;40950390000
1604;82360000;41032750000
1605;82450000;41115200000
1606;82540000;41197740000
1607;82630000;41280370000
1608;82720000;41363090000
1609;82810000;41445900000
1610;82900000;41528800000
1611;82990000;41611790000
1612;83080000;41694870000
1613;83170000;41778040000
1614;83260000;41861300000
1615;83350000;41944650000
1616;83440000;42028090000
1617;83530000;42111620000
1618;83620000;42195240000
1619;83710000;42278950000
1620;83800000;42362750000
1621;83890000;42446640000
1622;83980000;42530620000
1623;84070000;42614690000
1624;84160000;42698850000
1625;84250000;42783100000
1626;84340000;42867440000
1627;84430000;42951870000
1628;84520000;43036390000
1629;84610000;43121000000
1630;84700000;43205700000
1631;84790000;43290490000
1632;84880000;43375370000
1633;84970000;43460340000
1634;85060000;43545400000
1635;85150000;43630550000
1636;85240000;43715790000
1637;85330000;43801120000
1638;85420000;43886540000
1639;85510000;43972050000
1640;85600000;44057650000
1641;85690000;44143340000
1642;85780000;44229120000
1643;85870000;44314990000
1644;85960000;44400950000
1645;86050000;44487000000
1646;86140000;44573140000
1647;86230000;44659370000
1648;86320000;44745690000
1649;86410000;44832100000
1650;86500000;44918600000
1651;86590000;45005190000
1652;86680000;45091870000
1653;86770000;45178640000
1654;86860000;45265500000
1655;86950000;45352450000
1656;87040000;45439490000
1657;87130000;45526620000
1658;87220000;45613840000
1659;87310000;45701150000
1660;87400000;45788550000
1661;87490000;45876040000
1662;87580000;45963620000
1663;87670000;46051290000
1664;87760000;46139050000
1665;87850000;46226900000
1666;87940000;46314840000
1667;88030000;46402870000
1668;88120000;46490990000
1669;88210000;46579200000
1670;88300000;46667500000
1671;88390000;46755890000
1672;88480000;46844370000
1673;88570000;46932940000
1674;88660000;47021600000
1675;88750000;47110350000
1676;88840000;47199190000
1677;88930000;47288120000
1678;89020000;47377140000
1679;89110000;47466250000
1680;89200000;47555450000
1681;89290000;47644740000
1682;89380000;47734120000
1683;89470000;47823590000
1684;89560000;47913150000
1685;89650000;48002800000
1686;89740000;48092540000
1687;89830000;48182370000
1688;89920000;48272290000
1689;90010000;48362300000
1690;90100000;48452400000
1691;90190000;48542590000
1692;90280000;48632870000
1693;90370000;48723240000
1694;90460000;48813700000
1695;90550000;48904250000
1696;90640000;48994890000
1697;90730000;49085620000
1698;90820000;49176440000
1699;90910000;49267350000
1700;91425000;49358775000
1701;91090000;49449865000
1702;91180000;49541045000
1703;91270000;49632315000
1704;91360000;49723675000
1705;91450000;49815125000
1706;91540000;49906665000
1707;91630000;49998295000
1708;91720000;50090015000
1709;91810000;50181825000
1710;91900000;50273725000
1711;91990000;50365715000
1712;92080000;50457795000
1713;92170000;50549965000
1714;92260000;50642225000
1715;92350000;50734575000
1716;92440000;50827015000
1717;92530000;50919545000
1718;92620000;51012165000
1719;92710000;51104875000
1720;92800000;51197675000
1721;92890000;51290565000
1722;92980000;51383545000
1723;93070000;51476615000
1724;93160000;51569775000
1725;93250000;51663025000
1726;93340000;51756365000
1727;93430000;51849795000
1728;93520000;51943315000
1729;93610000;52036925000
1730;93700000;52130625000
1731;93790000;52224415000
1732;93880000;52318295000
1733;93970000;52412265000
1734;94060000;52506325000
1735;94150000;52600475000
1736;94240000;52694715000
1737;94330000;52789045000
1738;94420000;52883465000
1739;94510000;52977975000
1740;94600000;53072575000
1741;94690000;53167265000
1742;94780000;53262045000
1743;94870000;53356915000
1744;94960000;53451875000
1745;95050000;53546925000
1746;95140000;53642065000
1747;95230000;53737295000
1748;95320000;53832615000
1749;95410000;53928025000
1750;95500000;54023525000
1751;95590000;54119115000
1752;95680000;54214795000
1753;95770000;54310565000
1754;95860000;54406425000
1755;95950000;54502375000
1756;96040000;54598415000
1757;96130000;54694545000
1758;96220000;54790765000
1759;96310000;54887075000
1760;96400000;54983475000
1761;96490000;55079965000
1762;96580000;55176545000
1763;96670000;55273215000
1764;96760000;55369975000
1765;96850000;55466825000
1766;96940000;55563765000
1767;97030000;55660795000
1768;97120000;55757915000
1769;97210000;55855125000
1770;97300000;55952425000
1771;97390000;56049815000
1772;97480000;56147295000
1773;97570000;56244865000
1774;97660000;56342525000
1775;97750000;56440275000
1776;97840000;56538115000
1777;97930000;56636045000
1778;98020000;56734065000
1779;98110000;56832175000
1780;98200000;56930375000
1781;98290000;57028665000
1782;98380000;57127045000
1783;98470000;57225515000
1784;98560000;57324075000
1785;98650000;57422725000
1786;98740000;57521465000
1787;98830000;57620295000
1788;98920000;57719215000
1789;99010000;57818225000
1790;99100000;57917325000
1791;99190000;58016515000
1792;99280000;58115795000
1793;99370000;58215165000
1794;99460000;58314625000
1795;99550000;58414175000
1796;99640000;58513815000
1797;99730000;58613545000
1798;99820000;58713365000
1799;99910000;58813275000
1800;100450000;58913725000
1801;100090000;59013815000
1802;100180000;59113995000
1803;100270000;59214265000
1804;100360000;59314625000
1805;100450000;59415075000
1806;100540000;59515615000
1807;100630000;59616245000
1808;100720000;59716965000
1809;100810000;59817775000
1810;100900000;59918675000
1811;100990000;60019665000
1812;101080000;60120745000
1813;101170000;60221915000
1814;101260000;60323175000
1815;101350000;60424525000
1816;101440000;60525965000
1817;101530000;60627495000
1818;101620000;60729115000
1819;101710000;60830825000
1820;101800000;60932625000
1821;101890000;61034515000
1822;101980000;61136495000
1823;102070000;61238565000
1824;102160000;61340725000
1825;102250000;61442975000
1826;102340000;61545315000
1827;102430000;61647745000
1828;102520000;61750265000
1829;102610000;61852875000
1830;102700000;61955575000
1831;102790000;62058365000
1832;102880000;62161245000
1833;102970000;62264215000
1834;103060000;62367275000
1835;103150000;62470425000
1836;103240000;62573665000
1837;103330000;62676995000
1838;103420000;62780415000
1839;103510000;62883925000
1840;103600000;62987525000
1841;103690000;63091215000
1842;103780000;63194995000
1843;103870000;63298865000
1844;103960000;63402825000
1845;104050000;63506875000
1846;104140000;63611015000
1847;104230000;63715245000
1848;104320000;63819565000
1849;104410000;63923975000
1850;104500000;64028475000
1851;104590000;64133065000
1852;104680000;64237745000
1853;104770000;64342515000
1854;104860000;64447375000
1855;104950000;64552325000
1856;105040000;64657365000
1857;105130000;64762495000
1858;105220000;64867715000
1859;105310000;64973025000
1860;105400000;65078425000
1861;105490000;65183915000
1862;105580000;65289495000
1863;105670000;65395165000
1864;105760000;65500925000
1865;105850000;65606775000
1866;105940000;65712715000
1867;106030000;65818745000
1868;106120000;65924865000
1869;106210000;66031075000
1870;106300000;66137375000
1871;106390000;66243765000
1872;106480000;66350245000
1873;106570000;66456815000
1874;106660000;66563475000
1875;106750000;66670225000
1876;106840000;66777065000
1877;106930000;66883995000
1878;107020000;66991015000
1879;107110000;67098125000
1880;107200000;67205325000
1881;107290000;67312615000
1882;107380000;67419995000
1883;107470000;67527465000
1884;107560000;67635025000
1885;107650000;67742675000
1886;107740000;67850415000
1887;107830000;67958245000
1888;107920000;68066165000
1889;108010000;68174175000
1890;108100000;68282275000
1891;108190000;68390465000
1892;108280000;68498745000
1893;108370000;68607115000
1894;108460000;68715575000
1895;108550000;68824125000
1896;108640000;68932765000
1897;108730000;69041495000
1898;108820000;69150315000
1899;108910000;69259225000
1900;109475000;69368700000
1901;109090000;69477790000
1902;109180000;69586970000
1903;109270000;69696240000
1904;109360000;69805600000
1905;109450000;69915050000
1906;109540000;70024590000
1907;109630000;70134220000
1908;109720000;70243940000
1909;109810000;70353750000
1910;109900000;70463650000
1911;109990000;70573640000
1912;110080000;70683720000
1913;110170000;70793890000
1914;110260000;70904150000
1915;110350000;71014500000
1916;110440000;71124940000
1917;110530000;71235470000
1918;110620000;71346090000
1919;110710000;71456800000
1920;110800000;71567600000
1921;110890000;71678490000
1922;110980000;71789470000
1923;111070000;71900540000
1924;111160000;72011700000
1925;111250000;72122950000
1926;111340000;72234290000
1927;111430000;72345720000
1928;111520000;72457240000
1929;111610000;72568850000
1930;111700000;72680550000
1931;111790000;72792340000
1932;111880000;72904220000
1933;111970000;73016190000
1934;112060000;73128250000
1935;112150000;73240400000
1936;112240000;73352640000
1937;112330000;73464970000
1938;112420000;73577390000
1939;112510000;73689900000
1940;112600000;73802500000
1941;112690000;73915190000
1942;112780000;74027970000
1943;112870000;74140840000
1944;112960000;74253800000
1945;113050000;74366850000
1946;113140000;74479990000
1947;113230000;74593220000
1948;113320000;74706540000
1949;113410000;74819950000
1950;113500000;74933450000
1951;113590000;75047040000
1952;113680000;75160720000
1953;113770000;75274490000
1954;113860000;75388350000
1955;113950000;75502300000
1956;114040000;75616340000
1957;114130000;75730470000
1958;114220000;75844690000
1959;114310000;75959000000
1960;114400000;76073400000
1961;114490000;76187890000
1962;114580000;76302470000
1963;114670000;76417140000
1964;114760000;76531900000
1965;114850000;76646750000
1966;114940000;76761690000
1967;115030000;76876720000
1968;115120000;76991840000
1969;115210000;77107050000
1970;115300000;77222350000
1971;115390000;77337740000
1972;115480000;77453220000
1973;115570000;77568790000
1974;115660000;77684450000
1975;115750000;77800200000
1976;115840000;77916040000
1977;115930000;78031970000
1978;116020000;78147990000
1979;116110000;78264100000
1980;116200000;78380300000
1981;116290000;78496590000
1982;116380000;78612970000
1983;116470000;78729440000
1984;116560000;78846000000
1985;116650000;78962650000
1986;116740000;79079390000
1987;116830000;79196220000
1988;116920000;79313140000
1989;117010000;79430150000
1990;117100000;79547250000
1991;117190000;79664440000
1992;117280000;79781720000
1993;117370000;79899090000
1994;117460000;80016550000
1995;117550000;80134100000
1996;117640000;80251740000
1997;117730000;80369470000
1998;117820000;80487290000
1999;117910000;80605200000
2000;118500000;80723700000
